GEO_ID,NAME,Total_Pop,Total_Pop_ME,Percent_Below_Poverty,Percent_Below_Poverty_ME
1400000US53061051804,"Census Tract 518.04, Snohomish County, Washington",7051,738,3.7,1.8
1400000US53061051905,"Census Tract 519.05, Snohomish County, Washington",9748,630,8.4,3.9
1400000US53061051912,"Census Tract 519.12, Snohomish County, Washington",2377,139,2.3,1.5
1400000US53061051913,"Census Tract 519.13, Snohomish County, Washington",4958,233,5.2,5.1
1400000US53061051914,"Census Tract 519.14, Snohomish County, Washington",4147,224,3.4,1.9
1400000US53061051915,"Census Tract 519.15, Snohomish County, Washington",7959,517,6.1,2.2
1400000US53061051916,"Census Tract 519.16, Snohomish County, Washington",3896,294,2.3,1.4
1400000US53061051917,"Census Tract 519.17, Snohomish County, Washington",4323,390,1.9,1.2
1400000US53061051918,"Census Tract 519.18, Snohomish County, Washington",5415,361,5.8,3.2
1400000US53061051921,"Census Tract 519.21, Snohomish County, Washington",5570,383,5.6,4
1400000US53061051922,"Census Tract 519.22, Snohomish County, Washington",6001,430,5.7,3
1400000US53061051923,"Census Tract 519.23, Snohomish County, Washington",7926,624,4.7,2.8
1400000US53061051924,"Census Tract 519.24, Snohomish County, Washington",8130,527,3.4,2.1
1400000US53061051925,"Census Tract 519.25, Snohomish County, Washington",8599,498,7.7,3.2
1400000US53061051926,"Census Tract 519.26, Snohomish County, Washington",5623,323,8,3.9
1400000US53061051927,"Census Tract 519.27, Snohomish County, Washington",5465,345,2.6,1.3
1400000US53061051928,"Census Tract 519.28, Snohomish County, Washington",5817,565,10.7,6.5
1400000US53061052003,"Census Tract 520.03, Snohomish County, Washington",11587,948,4.7,2.1
1400000US53061052004,"Census Tract 520.04, Snohomish County, Washington",6327,423,3.7,3.4
1400000US53061052005,"Census Tract 520.05, Snohomish County, Washington",5662,423,3,2
1400000US53061052006,"Census Tract 520.06, Snohomish County, Washington",4691,198,4.1,2.4
1400000US53061052007,"Census Tract 520.07, Snohomish County, Washington",5942,283,3.1,1.6
1400000US53061052104,"Census Tract 521.04, Snohomish County, Washington",4205,271,6.6,3.5
1400000US53061052105,"Census Tract 521.05, Snohomish County, Washington",1685,148,7.3,4.2
1400000US53061052107,"Census Tract 521.07, Snohomish County, Washington",5710,293,6.3,3.7
1400000US53061052108,"Census Tract 521.08, Snohomish County, Washington",6464,474,1.9,1.5
1400000US53061052112,"Census Tract 521.12, Snohomish County, Washington",2529,222,4.7,2.6
1400000US53061052113,"Census Tract 521.13, Snohomish County, Washington",3116,244,4.5,3.2
1400000US53061052114,"Census Tract 521.14, Snohomish County, Washington",4764,227,1.2,0.9
1400000US53061052115,"Census Tract 521.15, Snohomish County, Washington",7223,368,4.7,3.6
1400000US53061052118,"Census Tract 521.18, Snohomish County, Washington",7923,382,2.9,1.7
1400000US53061052203,"Census Tract 522.03, Snohomish County, Washington",5445,352,4.4,2.2
1400000US53061052204,"Census Tract 522.04, Snohomish County, Washington",5465,300,3.8,3
1400000US53061052206,"Census Tract 522.06, Snohomish County, Washington",5098,466,2.2,1.6
1400000US53061052207,"Census Tract 522.07, Snohomish County, Washington",6342,610,6.8,4.6
1400000US53061052208,"Census Tract 522.08, Snohomish County, Washington",3926,266,6.8,3.1
1400000US53061052209,"Census Tract 522.09, Snohomish County, Washington",2500,216,15.5,6.5
1400000US53061052301,"Census Tract 523.01, Snohomish County, Washington",5240,459,3.6,2.4
1400000US53061052302,"Census Tract 523.02, Snohomish County, Washington",4530,507,9,4.4
1400000US53061052401,"Census Tract 524.01, Snohomish County, Washington",4048,278,7.1,2.9
1400000US53061052402,"Census Tract 524.02, Snohomish County, Washington",4091,247,14.1,5
1400000US53061052502,"Census Tract 525.02, Snohomish County, Washington",4937,374,2.3,1.3
1400000US53061052503,"Census Tract 525.03, Snohomish County, Washington",8517,498,7.8,5.3
1400000US53061052504,"Census Tract 525.04, Snohomish County, Washington",2548,141,8.3,5
1400000US53061052603,"Census Tract 526.03, Snohomish County, Washington",2567,165,5.5,3.8
1400000US53061052604,"Census Tract 526.04, Snohomish County, Washington",4775,298,10.7,4.6
1400000US53061052605,"Census Tract 526.05, Snohomish County, Washington",5931,403,4.9,4.5
1400000US53061052606,"Census Tract 526.06, Snohomish County, Washington",5439,417,6.6,4.2
1400000US53061052607,"Census Tract 526.07, Snohomish County, Washington",6536,289,2.4,1.5
1400000US53061052701,"Census Tract 527.01, Snohomish County, Washington",1842,199,1.4,1
1400000US53061052705,"Census Tract 527.05, Snohomish County, Washington",8962,366,6.2,3.2
1400000US53061052706,"Census Tract 527.06, Snohomish County, Washington",6201,372,5.8,2.6
1400000US53061052707,"Census Tract 527.07, Snohomish County, Washington",4659,356,0.8,0.6
1400000US53061052708,"Census Tract 527.08, Snohomish County, Washington",5581,277,3.5,2.9
1400000US53061052709,"Census Tract 527.09, Snohomish County, Washington",3838,285,4.9,2.8
1400000US53061052803,"Census Tract 528.03, Snohomish County, Washington",6368,454,5.6,2.6
1400000US53061052804,"Census Tract 528.04, Snohomish County, Washington",6781,629,6.4,3.3
1400000US53061052805,"Census Tract 528.05, Snohomish County, Washington",4097,329,7.6,3
1400000US53061052806,"Census Tract 528.06, Snohomish County, Washington",7893,493,7.7,4.6
1400000US53061052903,"Census Tract 529.03, Snohomish County, Washington",4328,381,17.7,6
1400000US53061052904,"Census Tract 529.04, Snohomish County, Washington",5685,428,7.4,4.8
1400000US53061052905,"Census Tract 529.05, Snohomish County, Washington",4132,300,15.2,4.2
1400000US53061052906,"Census Tract 529.06, Snohomish County, Washington",4826,416,9.1,4.3
1400000US53061053101,"Census Tract 531.01, Snohomish County, Washington",4387,473,9.8,5.6
1400000US53061053102,"Census Tract 531.02, Snohomish County, Washington",5372,350,5.7,2.8
1400000US53061053201,"Census Tract 532.01, Snohomish County, Washington",4222,352,3.1,1.9
1400000US53061053202,"Census Tract 532.02, Snohomish County, Washington",4651,252,4.4,2.7
1400000US53061053301,"Census Tract 533.01, Snohomish County, Washington",6765,421,7.6,3.3
1400000US53061053302,"Census Tract 533.02, Snohomish County, Washington",5307,516,8.1,6.1
1400000US53061053400,"Census Tract 534, Snohomish County, Washington",6081,649,5.5,3.2
1400000US53061053504,"Census Tract 535.04, Snohomish County, Washington",6982,370,3.2,1.9
1400000US53061053505,"Census Tract 535.05, Snohomish County, Washington",5605,395,5.3,2.3
1400000US53061053506,"Census Tract 535.06, Snohomish County, Washington",5189,552,6.3,5.5
1400000US53061053507,"Census Tract 535.07, Snohomish County, Washington",5354,322,7.9,5.6
1400000US53061053508,"Census Tract 535.08, Snohomish County, Washington",3485,266,4.4,3.2
1400000US53061053509,"Census Tract 535.09, Snohomish County, Washington",4054,284,4.2,3
1400000US53061053602,"Census Tract 536.02, Snohomish County, Washington",6118,803,7.5,3.1
1400000US53061053603,"Census Tract 536.03, Snohomish County, Washington",4439,313,5.9,3.1
1400000US53061053604,"Census Tract 536.04, Snohomish County, Washington",4673,409,12.5,6.5
1400000US53061053700,"Census Tract 537, Snohomish County, Washington",3118,378,12.3,4.3
1400000US53061053801,"Census Tract 538.01, Snohomish County, Washington",3681,372,6.7,2.8
1400000US53061053802,"Census Tract 538.02, Snohomish County, Washington",5882,308,4.2,1.6
1400000US53061053803,"Census Tract 538.03, Snohomish County, Washington",4686,346,7.2,3.1
1400000US53061940001,"Census Tract 9400.01, Snohomish County, Washington",6014,242,9.2,2.3
1400000US53061940002,"Census Tract 9400.02, Snohomish County, Washington",3761,200,12.5,3.8
1400000US53061990002,"Census Tract 9900.02, Snohomish County, Washington",0,12,-,**
1400000US53061990100,"Census Tract 9901, Snohomish County, Washington",0,12,-,**
